district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27,rps28,rps29,rps30,rps31
板橋區,土地,新興段1165-7地號,87.85,都市：其他:道路用地,,,1110218,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,13864048,157815,,0,0,包含公共設施保留地用地；,RPORMLMLLHHGFAF57DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區莒光路４０巷５號二樓,42.5,住,,,1110226,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,95.8,3,1,2,有,無,12500000,130480,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTRMLLJMHHGFAF97EA,95.8,0,0,無
板橋區,房地(土地+建物),新北市板橋區華江一路５５２號七樓,9.67,商,,,1110215,土地1建物1車位0,七層,十九層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,1100421,73.1,2,1,1,有,有,12680000,173461,,0,0,,RPPPMLNLLHHGFAF57DA,41.13,2.28,3.85,有
板橋區,房地(土地+建物),新北市板橋區長江路二段２１７巷１號十一樓之一,7.11,住,,,1110228,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840318,61.55,2,2,1,有,有,10690000,173680,,0,0,其他增建；,RPRPMLNLLHHGFAF77DA,56.07,0,2.53,有
板橋區,房地(土地+建物),新北市板橋區大觀路二段７巷１１０號四樓,16.3,住,,,1110219,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,43.3,3,2,1,有,無,4600000,106236,,0,0,頂樓加蓋；其他增建；,RPTNMLRKLHHGFAF08DA,43.3,0,0,無
板橋區,土地,新興段1168地號,406.93,都市：其他:道路用地,,,1110225,土地4建物0車位0,,,其他,,,,0,0,0,0,有,無,93442300,229627,,0,0,包含公共設施保留地用地；,RPRTMLLKMHHGFAF97DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區溪崑二街９６巷４１號三樓,25.96,住,,,1110218,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,64.36,5,3,2,有,無,6000000,93226,,0,0,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPUQMLLKMHHGFAF97DA,64.36,0,0,無
板橋區,房地(土地+建物),新北市板橋區新府路１３８號八樓,2.76,都市：其他:第二種特定專用區,,,1110227,土地1建物1車位0,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971119,39.18,1,1,1,有,有,9000000,229709,,0,0,夾層增建，依使用現況點交。夾層；,RPRRMLLKMHHGFAF77DA,23.9,0,1.67,有
板橋區,房地(土地+建物),新北市板橋區府中路１２６號二樓,6.44,商,,,1110210,土地1建物1車位0,二層,十七層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,840617,57.92,2,0,2,有,有,9750000,168336,,0,0,夾層；,RPSNMLTKKHHGFAF08DA,37.84,1.8,0,有
板橋區,房地(土地+建物),新北市板橋區大仁街１１號二樓,20.8,住,,,1110219,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680419,79.61,2,2,1,有,無,8500000,106771,,0,0,其他增建；,RPOPMLRJLHHGFAF67DA,79.61,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路３８６號三樓,19.37,住,,,1110214,土地1建物1車位1,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110127,157.4,2,2,2,有,有,25000000,178865,坡道平面,29.65,2150000,含裝潢費；,RPPOMLQJMHHGFAF67DA,69.21,9.15,6.07,有
板橋區,房地(土地+建物),新北市板橋區府中路１２６號二樓之１３,6.15,商,,,1110227,土地1建物1車位0,二層,十七層,住宅大樓(11層含以上有電梯),辦公用,鋼筋混凝土造,840617,55.53,2,1,1,有,有,9000000,162075,,0,0,夾層；,RPTPMLSJMHHGFAF38DA,36.82,1.16,0,有
板橋區,房地(土地+建物),新北市板橋區文新路６０號二樓,31.25,住,,,1110228,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630702,76.5,3,2,1,有,無,9800000,128105,,0,0,其他增建；,RPROMLNKMHHGFAF67DA,76.5,0,0,無
板橋區,土地,新興段1167地號,55.46,都市：其他:道路用地,,,1110225,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,12734900,229623,,0,0,包含公共設施保留地用地；,RPQTMLLKMHHGFAF87DA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區大觀路二段２０巷７號三樓,27.84,住,,,1110211,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,78.81,3,2,1,有,無,7050000,89456,,0,0,其他增建；,RPWNMLRJMHHGFAF38DA,66.7,0,12.11,無
板橋區,房地(土地+建物),新北市板橋區大觀路二段１６３巷１６號四樓,25.82,住,,,1110210,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.6,3,2,2,有,無,7500000,90799,,0,0,陽台外推；其他增建；,RPOSMLOLLHHGFAF87DA,65.14,0,17.46,無
板橋區,房地(土地+建物),新北市板橋區中山路一段５０巷３６號十一樓之八,8.79,商,,,1110220,土地2建物1車位0,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860314,57.59,1,1,1,有,有,9500000,164959,,0,0,其他增建；,RPXNMLNKMHHGFAF18DA,38.14,0,5.23,有
板橋區,房地(土地+建物)+車位,新北市板橋區中正路４５３號十七樓,14.59,住,,,1110214,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101110,122.89,2,2,1,有,有,15160000,147451,坡道平面,33.64,2000000,,RPRNMLSJMHHGFAF97DA,49.36,3.1,5.93,有
板橋區,房地(土地+建物),新北市板橋區光武街２８號四樓,22.4,住,,,1110213,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670330,92.4,3,2,1,有,無,8800000,95238,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPTWMLLKMHHGFAF48DA,86.4,0,6,無
板橋區,房地(土地+建物)+車位,新北市板橋區民族路１９３號三樓,13.38,住,,,1110227,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010612,154.71,2,2,1,有,有,21300000,172336,坡道平面,44.46,2300000,其他增建；,RPTRMLMLLHHGFAF08DA,64.91,6.86,5.43,有
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段２８２號十三樓,12.12,商,,,1110225,土地2建物1車位1,十三層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090827,265.75,3,2,2,有,有,57500000,254816,坡道平面,53.44,3400000,,RPVOMLMLLHHGFAF97DA,129.92,1.93,15.24,有
板橋區,房地(土地+建物),新北市板橋區僑中一街１０２巷１弄９號五樓,26.52,住,,,1110218,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,88.33,3,2,1,有,無,3600000,40756,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLSKMHHGFAF87DA,70.72,0,17.61,無
板橋區,房地(土地+建物),新北市板橋區光復街１５６巷１０號,51,都市：其他:行水區,,,1110224,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,570301,88.48,3,2,1,有,無,11200000,126582,,0,0,,RPTSMLLKMHHGFAF08DA,82.16,3.16,3.16,無
板橋區,車位,新北市板橋區長江路一段２０８號等共同使用,0.2,住,,,1110219,土地1建物1車位1,,,其他,,,,26.98,0,0,0,有,有,1800000,,坡道平面,26.98,1800000,僅車位交易；,RPRRMLPKMHHGFAF18DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區莊敬路９５巷５號四樓,32.52,住,,,1110228,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,120.48,3,2,2,有,有,17680000,146746,,0,0,陽台外推；其他增建；,RPQPMLKMLHHGFAF47DA,100.12,0,10.62,無
板橋區,房地(土地+建物),新北市板橋區長江路一段２１０號六樓,20.56,住,,,1110219,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870815,125.38,3,2,2,有,有,15500000,123624,,0,0,,RPOQMLOLLHHGFAF67DA,80.3,0,11.25,有
板橋區,房地(土地+建物),新北市板橋區新海路４１８號五樓,18.6,住,,,1110220,土地2建物1車位0,五層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,79,3,1,1,有,無,7800000,98734,,0,0,陽台外推；頂樓加蓋；,RPXQMLQKLHHGFAF68DA,79,0,0,無
板橋區,房地(土地+建物),新北市板橋區新生街２０巷１０號四樓,23.75,住,,,1110227,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740501,90.94,3,2,2,有,無,11180000,122938,,0,0,其他增建；,RPXQMLKMLHHGFAF28DA,83.87,0,7.07,無
板橋區,房地(土地+建物),新北市板橋區民有街７３巷１０號二樓,22.55,住,,,1110213,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,961025,132.89,4,2,2,有,有,20000000,150500,,0,0,其他增建；,RPRNMLTKMHHGFAF18DA,86.82,0,9.03,有
板橋區,房地(土地+建物),新北市板橋區南雅東路２０之３號,4.16,商,,,1110214,土地2建物1車位0,一層,十四層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,940525,29.57,0,0,0,無,有,7500000,253635,,0,0,有增建部分夾層。,RPVQMLMLMHHGFAF28DA,20.29,0,0,有
板橋區,房地(土地+建物),新北市板橋區民享街９７號三樓,27.54,住,,,1110210,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,640122,77.32,2,1,1,有,無,9000000,116399,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPROMLLJMHHGFAF37DA,77.32,0,0,無
板橋區,房地(土地+建物),新北市板橋區忠孝路１９６巷６之１號四樓,10.81,住,,,1110218,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100324,80.69,2,1,1,有,無,14780000,183170,,0,0,本案尚未成立管理委員會。含裝潢費；預售屋、或土地及建物分件登記案件；,RPSRMLSKMHHGFAF58DA,46.16,3.93,3.24,有
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段２８６號二十四樓,8.26,商,,,1110206,土地2建物1車位1,二十四層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090827,189.4,2,2,2,有,有,40180000,263936,坡道平面,46.07,2350000,,RPWTMLTJLHHGFAF09DA,92.69,0,6.41,有
板橋區,房地(土地+建物),新北市板橋區干城路１５０號,303,工,,,1110226,土地1建物2車位0,全,二層,透天厝,商業用,加強磚造,610726,292.62,5,3,2,有,無,68000000,232383,,0,0,其他增建；,RPOQMLPLMHHGFAF87DA,292.62,0,0,無
板橋區,土地,新興段1200地號,108.42,都市：其他:道路用地,,,1110225,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,25166965,232125,,0,0,,RPUNMLTLMHHGFAF68EA,0,0,0,無
板橋區,房地(土地+建物),新北市板橋區龍泉街１１５號,11.86,住,,,1110226,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840630,65.97,1,1,1,有,有,5000000,75792,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPSMLTLMHHGFAF68EA,38.22,8.65,0,有
板橋區,房地(土地+建物),新北市板橋區光武街１３６巷３號四樓,6.48,住,,,1110226,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,31.63,4,1,2,有,無,3460000,109390,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMJNHHGFAF47EA,23.48,0,2.9,有
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２１７號二樓,22.33,住,,,1110218,土地1建物1車位1,二層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,164.77,4,2,2,有,有,22800000,144825,坡道平面,23.22,2300000,預售屋、或土地及建物分件登記案件；,RPOQMLNJNHHGFAF57DA,83.7,0,11.14,有
板橋區,房地(土地+建物),新北市板橋區復興街１２８號二樓,33.75,住,,,1110226,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,620728,97.85,5,2,5,有,無,14850000,151763,,0,0,陽台外推，依使用現況點交。陽台外推；,RPSOMLOJNHHGFAF87DA,97.85,0,0,無
板橋區,房地(土地+建物),新北市板橋區中正路２３６巷６４號二樓,21,住,,,1110223,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,630905,70,2,2,1,有,無,6600000,94286,,0,0,,RPXOMLOJNHHGFAF48EA,70,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區忠孝路１９６巷１０之１號十樓,12.62,住,,,1110220,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100324,116.62,2,2,1,有,無,17580000,189381,坡道平面,36.2,2350000,本案尚未成立管理委員會。含裝潢費；預售屋、或土地及建物分件登記案件；,RPXRMLTLMHHGFAF66DA,46.16,3.93,3.06,有
板橋區,房地(土地+建物)+車位,新北市板橋區文化路一段３０９之２８號十樓,21.35,住,,,1110226,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950109,112.04,3,2,2,有,有,16000000,142806,坡道平面,0,0,車位原定需定期抽籤，但經年累月未執行親友、員工、共有人或其他特殊關係間之交易；,RPTRMLKKNHHGFAF08EA,61.17,0,7.06,有
板橋區,房地(土地+建物),新北市板橋區懷德街１９１巷２號,27,住,,,1110225,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,63.2,0,0,0,無,無,14500000,229430,,0,0,,RPPSMLQJNHHGFAF18DA,63.2,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區漢生西路１６７之２號二十二樓,12.52,住,,,1110224,土地1建物1車位1,二十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090727,154.3,3,2,2,有,有,25250000,196595,坡道平面,38.58,2500000,,RPPNMLKKNHHGFAF17DA,64.74,4.39,6.11,有
板橋區,房地(土地+建物),新北市板橋區莊敬路２１１號十樓,4.09,都市：其他:住宅區,,,1110221,土地2建物1車位0,十層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860526,48.5,2,2,1,有,有,10010000,206392,,0,0,夾層；其他增建；,RPUOMLKKNHHGFAF77DA,31.36,2.27,2.49,有
板橋區,房地(土地+建物),新北市板橋區板新路２１號,9.45,住,,,1110225,土地1建物1車位0,一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,871224,79.76,3,2,2,有,有,13800000,173019,,0,0,陽台外推；,RPTNMLMLMHHGFAF77DA,54.75,0,9.85,有
板橋區,房地(土地+建物),新北市板橋區莒光路１３３巷３６號三樓,24.6,住,,,1110217,土地2建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,83.77,3,2,1,有,無,8000000,95500,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPSSMLLKNHHGFAF08DA,83.77,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區新府路１號八樓,17.67,都市：其他:第二種特定專用區,,,1110212,土地1建物1車位2,八層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,961011,303.46,3,2,3,有,有,55880000,237602,坡道平面,89.32,5000000,其他增建；,RPUOMLMKNHHGFAF08EA,134.16,1.5,17.79,有
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２４１號四樓,19.73,住,,,1110219,土地1建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,147.77,3,2,2,有,有,19600000,138900,坡道平面,23.22,2300000,預售屋、或土地及建物分件登記案件；,RPUTMLTLMHHGFAF56DA,69.33,4.56,9.58,有
板橋區,房地(土地+建物),新北市板橋區民生路三段５０號二樓,28.75,住,,,1110218,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,78.98,3,2,1,有,無,11000000,139276,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLSKNHHGFAF18EA,78.98,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區中山路一段１５６之１號五樓之３,25.23,都市：其他:第二種特定專用區,,,1110216,土地1建物1車位1,五層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,981119,341.8,4,2,3,有,有,58600000,181683,坡道平面,33.02,2500000,其他增建；,RPQNMLSLMHHGFAF08DA,190.76,0,25.62,有
板橋區,車位,新北市板橋區中山路一段１５６之１號五樓等,0,,,,1110216,土地0建物1車位2,,,其他,,,,70.13,0,0,0,無,有,5600000,,坡道平面,70.14,5600000,,RPOSMLQKNHHGFAF18DA,0,0,0,有
板橋區,房地(土地+建物),新北市板橋區新海路１０６號二樓,25.4,都市：其他:道路用地,,,1110213,土地3建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,87.66,3,2,1,有,無,10000000,114077,,0,0,,RPORMLRKNHHGFAF18DA,87.66,0,0,無
板橋區,房地(土地+建物),新北市板橋區裕民街１１０號五樓,26.96,住,,,1110213,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750204,103.98,3,2,2,有,無,13350000,128390,,0,0,陽台外推；頂樓加蓋；其他增建；,RPRNMLMKMHHGFAF47DA,85.38,0,12.25,無
板橋區,房地(土地+建物)+車位,新北市板橋區樂群路１２６號,21.07,住,,,1110219,土地1建物1車位1,一層，見其他登記事項,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070104,150.27,0,0,0,無,有,19600000,152082,坡道平面,31.65,1560000,,RPPPMLNLKHHGFAF47DA,82.65,0,0,有
板橋區,房地(土地+建物)+車位,新北市板橋區文化路二段２７８號五樓,8.65,商,,,1110213,土地2建物1車位1,五層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨構造,1090827,203.31,2,2,2,有,有,39580000,247081,坡道平面,53.44,2550000,,RPPQMLOKLHHGFAF67DA,89.9,0,13.73,有
板橋區,土地,新雅段187-1地號,69.32,都市：其他:道路用地,,,1110222,土地3建物0車位0,,,其他,,,,0,0,0,0,無,無,7410000,106896,,0,0,包含公共設施保留地用地；,RPOOMLRKNHHGFAF97EA,0,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區篤行路一段１２之８號五樓,13.22,住,,,1110221,土地4建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,960404,107.36,2,1,1,有,有,12300000,114568,坡道平面,19.64,0,陽台外推；,RPVNMLTKNHHGFAF68DA,50.74,1.92,7.21,有
板橋區,房地(土地+建物)+車位,新北市板橋區新崑路１０６號十二樓,26.81,住,,,1110227,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051124,149.19,3,2,2,有,有,16400000,109927,坡道平面,24.71,0,,RPRQMLNLNHHGFAF08DA,68.96,7.66,7.4,有
板橋區,房地(土地+建物)+車位,新北市板橋區新府路１２０號十樓,8.04,都市：其他:第二種特定專用區,,,1110223,土地1建物1車位1,十層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971119,121.83,4,2,1,有,有,19300000,158417,坡道平面,28.01,0,夾層；,RPPOMLPLLHHGFAF67DA,52.12,5.62,4.38,有
板橋區,房地(土地+建物)+車位,新北市板橋區環河西路五段２３９號十六樓,18.83,住,,,1110227,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100901,141.82,3,2,2,有,有,19650000,146290,坡道平面,23.22,2300000,預售屋、或土地及建物分件登記案件；,RPOQMLLMNHHGFAF67DA,65.03,5.87,8.58,有
板橋區,房地(土地+建物),新北市板橋區忠孝路１９６巷８之１號十二樓,10.81,住,,,1110226,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100324,80.69,2,2,1,有,無,15360000,190358,,0,0,本案尚未成立管理委員會。含裝潢費；預售屋、或土地及建物分件登記案件；,RPXOMLMJOHHGFAF28DA,46.16,3.93,3.24,有
板橋區,房地(土地+建物),新北市板橋區稚暉街６４巷５號二樓,30,住,,,1110122,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,91.97,4,1,2,有,無,4000000,43492,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPWUMLPLJHHGFAF78DA,91.97,0,0,無
板橋區,房地(土地+建物),新北市板橋區大仁街１０４號三樓,68.25,住,,,1110109,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660115,158.28,4,2,1,有,無,17500000,110564,,0,0,,RPQRMLRJKHHGFAF97DA,148.68,0,9.6,無
板橋區,房地(土地+建物),新北市板橋區德興街４３號五樓,19.6,商,,,1110122,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680322,71.39,4,0,4,有,無,10300000,144278,,0,0,陽台外推；頂樓加蓋；其他增建；,RPTOMLRKKHHGFAF08DA,67.84,0,3.55,無
板橋區,房地(土地+建物),新北市板橋區莊敬路３４之２號十六樓,5.2,商,,,1110126,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870416,79.18,1,2,1,有,有,16310000,205986,,0,0,陽台外推；夾層；其他增建；,RPTPMLOLKHHGFAF97DA,49.71,0.88,7.11,有
板橋區,房地(土地+建物)+車位,新北市板橋區中正路１０８號十二樓,17.84,住,,,1110130,土地1建物1車位1,十二層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050715,164.38,3,2,2,有,有,23000000,139920,坡道平面,33.95,0,,RPQOMLRJLHHGFAF77DA,75.77,2.36,7.54,有
板橋區,房地(土地+建物),新北市板橋區文化路一段２１５號六樓,25.25,住,,,1110119,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770213,137.21,3,2,2,有,有,24000000,174914,,0,0,依使用現況點交,RPTRMLSJLHHGFAF48DA,94.43,0,9.48,有
板橋區,房地(土地+建物)+車位,新北市板橋區漢生西路１６７之１號十一樓,8.27,住,,,1110117,土地1建物1車位1,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090727,92.08,2,2,1,有,有,15710000,187613,坡道機械,14.74,1200000,,RPVNMLTJLHHGFAF38DA,47.58,0,2.71,有
板橋區,房地(土地+建物)+車位,新北市板橋區漢生西路１７１之１號七樓,7.36,住,,,1110119,土地1建物1車位1,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1090727,83.21,2,2,1,有,有,13970000,187966,坡道機械,14.74,1100000,,RPPOMLTJLHHGFAF87DA,41.09,0,3.44,有
板橋區,房地(土地+建物),新北市板橋區民族路３７之１號四樓,30,住,,,1110113,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720523,115.49,4,2,2,有,無,14300000,123820,,0,0,陽台外推；其他增建；,RPVUMLTJLHHGFAF56EA,103.27,0,12.22,無
板橋區,房地(土地+建物)+車位,新北市板橋區國光路６５號六樓,36.32,住,,,1110123,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840323,196.95,4,2,2,有,有,25300000,128459,坡道平面,0,2000000,其他增建；,RPPQMLTJLHHGFAF18EA,127.26,0,13.82,有
板橋區,房地(土地+建物),新北市板橋區四維路１９４號二樓,24.5,住,,,1110121,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,72.26,3,2,1,有,無,8500000,117631,,0,0,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPQPMLKKLHHGFAF37EA,72.26,0,0,無
板橋區,房地(土地+建物),新北市板橋區中正路４５７號三樓,12.06,住,,,1110101,土地1建物1車位0,三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1101110,75.94,2,2,1,有,有,11880000,156439,,0,0,,RPWPMLRJLHHGFAF48DA,43.29,1.36,5.05,有
板橋區,房地(土地+建物),新北市板橋區幸福路３２巷４０號三樓,22.25,住,,,1110116,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640911,73.56,3,2,1,有,無,10500000,142741,,0,0,陽台外推；其他增建；,RPVSMLTJLHHGFAF88DA,66.86,0,6.7,無
板橋區,房地(土地+建物),新北市板橋區大觀路二段１９巷２號二樓,24.16,住,,,1110120,土地1建物1車位0,二層，陽台,三層,公寓(5樓含以下無電梯),住家用,加強磚造,,67.5,4,0,4,有,無,7280000,107852,,0,0,,RPPPMLKKLHHGFAF17DA,67.5,0,0,無
板橋區,房地(土地+建物),新北市板橋區和平路１５９號三樓,38.67,商,,,1110118,土地3建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,590521,109.11,0,0,1,有,無,8900000,81569,,0,0,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLKLHHGFAF07DA,109.11,0,0,無
板橋區,房地(土地+建物)+車位,新北市板橋區大漢街２９號四樓,5.03,住,,,1110116,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080909,47.56,2,1,1,有,有,5600000,117746,坡道平面,15.44,0,親友、員工、共有人或其他特殊關係間之交易；,RPQQMLLJLHHGFAF37DA,19.05,1.03,1.61,有
板橋區,房地(土地+建物),新北市板橋區中正路２１６巷２弄７號二樓,36.5,住,,,1110119,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,611005,110.34,4,2,2,有,無,12900000,116911,,0,0,後陽台增建，依使用現況點交其他增建；,RPXQMLLLKHHGFAF18DA,110.34,0,0,無
板橋區,房地(土地+建物),新北市板橋區重慶路２４５巷５２弄１１號,33,住,,,1110124,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,79.76,3,1,2,有,無,12850000,161108,,0,0,,RPTSMLLLKHHGFAF97DA,79.76,0,0,無
板橋區,房地(土地+建物),新北市板橋區信義路２０７號二樓,23.33,工,,,1110118,土地1建物1車位0,二層,三層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770920,64.26,2,2,1,有,無,7000000,108932,,0,0,陽台外推；,RPTNMLOLJHHGFAF67DA,58.59,0,5.67,無
板橋區,房地(土地+建物),新北市板橋區長江路三段１３４號三樓,20.8,住,,,1110125,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,82.76,2,1,1,有,無,10700000,129290,,0,0,,RPTOMLKKKHHGFAF37DA,74.33,0,8.43,無
板橋區,房地(土地+建物)+車位,新北市板橋區金門街３６９巷２０之２號,34.78,住,,,1110105,土地1建物1車位1,一層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021015,160.91,3,2,2,有,有,12000000,74576,坡道平面,30.47,0,親友、員工、共有人或其他特殊關係間之交易；,RPRRMLOLKHHGFAF97DA,85.83,0,8.06,有
